"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-11","5.14",",,W",,,"1.38",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","56",",,W","42",",,W","  320",",,W","  330",",,W","23.0",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-12","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","54",",,W","31",",,W","  330",",,W","  330",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-13","6.04",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","54",",,W","27",",,W","  180",",,W","  190",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-14","6.04",",,W",,,"0.12",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","53",",,W","29",",,W","  330",",,W","  330",",,W","21.9",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-15","9.62",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","33","H,,S","37",",,W","25",",,W","  340",",,W","  340",",,W","21.9",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-16","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","29","H,,S","42",",,W","20",",,W","  360",",,W","  350",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-17","7.61",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","33","H,,S","48",",,W","21",",,W","  200",",,W","  190",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-18","7.38",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","27","H,,S","37",",,W","17",",,W","  340",",,W","  330",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-19","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","49",",,W","21",",,W","  320",",,W","  330",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-20","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","62",",,W","25",",,W","  340",",,W","  360",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-21","11.41",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","35","H,,S","48",",,W","17",",,W","  340",",,W","  340",",,W","25.1",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-22","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","19","H,,S","28",",,W","9",",,W","  330",",,W","  340",",,W","31.1",",,W","40.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-23","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","22","H,,S","31",",,W","9",",,W","  350",",,W","  360",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-24","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","13","H,,S","28",",,W","2",",,W","  350",",,W","  340",",,W","25.1",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-25","8.95",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","24","H,,S","37",",,W","13",",,W","  310",",,W","  320",",,W","29.1",",,W","40.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-26","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","54",",,W","24",",,W","  210",",,W","  330",",,W","17.0",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-27","12.53",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","41","H,,S","52",",,W","22",",,W","  350",",,W","  340",",,W","29.1",",,W","40.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-28","9.62",",,W",,,"0.14",",,W,2400","1.1",",,W,","0.0",",,W,","22","H,,S","22",",,W","16",",,W","  350",",,W","  340",",,W","25.1",",,W","35.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-29","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","1.2",",,W,","17","H,,S","27",",,W","8",",,W","  340",",,W","  340",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-30","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","17","H,,S","38",",,W","1",",,W","  160",",,W","  140",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-01-31","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","29","H,,S","54",",,W","14",",,W","  340",",,W","  340",",,W","15.0",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-01","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","58",",,W","20",",,W","  160",",,W","  140",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-02","1.57",",,W",,,"0.02",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","68",",,W","26",",,W","  340",",,W","  160",",,W","8.9",",,W","12.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-03","11.18",",,W",,,"0.64",",,W,2400","0.0",",,W,","0.0",",,W,","50","H,,S","58",",,W","37",",,W","  340",",,W","  340",",,W","25.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-04","6.93",",,W",,,"0.24",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","42",",,W","36",",,W","  190",",,W","  170",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-05","13.20",",,W",,,"0.25",",,W,2400","0.0",",,W,","0.0",",,W,","43","H,,S","59",",,W","28",",,W","  330",",,W","  350",",,W","29.1",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-06","13.42",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","29","H,,S","35",",,W","24",",,W","  340",",,W","  340",",,W","28.0",",,W","36.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-07","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","33","H,,S","47",",,W","27",",,W","  340",",,W","  340",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-08","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","53",",,W","31",",,W","  340",",,W","   10",",,W","13.0",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-09","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","56",",,W","29",",,W","  340",",,W","  340",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-10","9.17",",,W",,,"0.20",",,W,2400","0.6",",,W,","0.0",",,W,","36","H,,S","36",",,W","31",",,W","  350",",,W","  340",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-11","3.13",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0","T,,W,","31","H,,S","33",",,W","28",",,W","  340",",,W","  170",",,W","10.1",",,W","10.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-12","3.36",",,W",,,"0.78",",,W,2400","7.1",",,W,","0.0","T,,W,","27","H,,S","29",",,W","22",",,W","  360",",,W","  110",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-13","9.62",",,W",,,"0.01",",,W,2400","0.2",",,W,","7.1",",,W,","29","H,,S","36",",,W","27",",,W","  340",",,W","  340",",,W","23.9",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-14","6.71",",,W",,,"0.01",",,W,2400","0.0",",,W,","5.1",",,W,","36","H,,S","54",",,W","23",",,W","  210",",,W","  220",",,W","18.1",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-15","15.43",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","2.0",",,W,","36","H,,S","41",",,W","26",",,W","  330",",,W","  330",",,W","31.1",",,W","40.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-16","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","35","H,,S","54",",,W","23",",,W","  340",",,W","  350",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-17","6.71",",,W",,,"0.00","T,,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","48",",,W","27",",,W","  150",",,W","  130",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-18","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","62",",,W","30",",,W","  340",",,W","  340",",,W","21.9",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-19","3.36",",,W",,,"0.18",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","72",",,W","43",",,W","  250",",,W","  330",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-20","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","71",",,W","43",",,W","  200",",,W","  200",",,W","23.9",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-21","11.41",",,W",,,"0.69",",,W,2400","0.0",",,W,","0.0",",,W,","56","H,,S","63",",,W","39",",,W","  350",",,W","  350",",,W","25.1",",,W","33.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-22","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","62",",,W","38",",,W","  180",",,W","  160",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-23","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","48","H,,S","68",",,W","31",",,W","  200",",,W","  200",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-24","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","52",",,W","33",",,W","  340",",,W","  350",",,W","21.9",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-25","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","41","H,,S","53",",,W","30",",,W","  340",",,W","  340",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-26","13.65",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","42",",,W","27",",,W","  340",",,W","  340",",,W","29.1",",,W","35.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-27","14.09",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","31","H,,S","45",",,W","20",",,W","  340",",,W","  340",",,W","25.1",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-02-28","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","33","H,,S","45",",,W","20",",,W","  160",",,W","  150",",,W","14.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-01","2.91",",,W",,,"0.00",",,W,2400","0.0","T,,W,","0.0",",,W,","39","H,,S","56",",,W","28",",,W","  150",",,W","  140",",,W","13.0",",,W","19.9",",,W",,,,,,,"    1",",,W",,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-02","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","69",",,W","30",",,W","  210",",,W","  210",",,W","16.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-03","11.18",",,W",,,"0.18",",,W,2400","0.0",",,W,","0.0",",,W,","49","H,,S","57",",,W","30",",,W","  340",",,W","  350",",,W","25.9",",,W","33.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-04","5.37",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","32","H,,S","42",",,W","27",",,W","  160",",,W","  160",",,W","12.1",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-05","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","39","H,,S","58",",,W","28",",,W","  170",",,W","  160",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-06","2.46",",,W",,,"0.26",",,W,2400","0.0","T,,W,","0.0",",,W,","37","H,,S","41",",,W","28",",,W","   60",",,W","   60",",,W","8.9",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-07","3.36",",,W",,,"0.34",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","54",",,W","34",",,W","  340",",,W","  320",",,W","10.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-08","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","66",",,W","30",",,W","  340",",,W","  240",",,W","14.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-09","10.51",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","53","H,,S","63",",,W","41",",,W","  340",",,W","  330",",,W","21.9",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-10","8.28",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","51","H,,S","69",",,W","31",",,W","  340",",,W","  320",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-11","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","54","H,,S","75",",,W","34",",,W","  340",",,W","  340",",,W","17.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-12","15.66",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","59","H,,S","71",",,W","30",",,W","  340",",,W","  330",",,W","36.0",",,W","47.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-13","14.32",",,W",,,"0.00","T,,W,2400","0.0","T,,W,","0.0",",,W,","34","H,,S","41",",,W","26",",,W","  330",",,W","  350",",,W","32.0",",,W","40.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-14","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","60",",,W","22",",,W","  220",",,W","  210",",,W","23.9",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-15","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","52","H,,S","66",",,W","36",",,W","  340",",,W","   10",",,W","16.1",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-16","3.13",",,W",,,"0.50",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","48",",,W","39",",,W","  170",",,W","  170",",,W","14.1",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-17","7.83",",,W",,,"0.31",",,W,2400","0.0",",,W,","0.0",",,W,","37","H,,S","39",",,W","31",",,W","  170",",,W","  180",",,W","14.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-18","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","36","H,,S","48",",,W","31",",,W","  160",",,W","  160",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-19","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","44","H,,S","54",",,W","39",",,W","  190",",,W","  200",",,W","18.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-20","10.74",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","47","H,,S","59",",,W","36",",,W","  340",",,W","  340",",,W","25.1",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-21","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","46","H,,S","64",",,W","28",",,W","  180",",,W","  180",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-22","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","55","H,,S","69",",,W","41",",,W","  340",",,W","  340",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-23","11.63",",,W",,,"0.28",",,W,2400","0.0",",,W,","0.0",",,W,","45","H,,S","50",",,W","37",",,W","  330",",,W","  330",",,W","25.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-24","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","40","H,,S","53",",,W","27",",,W","  340",",,W","  340",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-25","13.87",",,W",,,"0.04",",,W,2400","0.4",",,W,","0.0",",,W,","38","H,,S","43",",,W","26",",,W","  320",",,W","  320",",,W","31.1",",,W","38.0",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-26","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","31","H,,S","44",",,W","23",",,W","  330",",,W","  330",",,W","31.1",",,W","42.1",",,W",,,,,,,,,,,,,,
"USW00003812","ASHEVILLE AIRPORT, NC US","35.4319","-82.5375","645.3","2014-03-27","7.83",",,W",,,"0.00",",,W,2400","0.0",",,W,","0.0",",,W,","38","H,,S","57",",,W","24",",,W","  170",",,W","  180",",,W","21.9",",,W","28.0",",,W",,,,,,,,,,,,,,
